"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","BR Audit URL","BR Audit Type","BR Audit Statement Date","BR Audit Period Start Date","BR Audit Period End Date","EV SSL Audit URL","EV SSL Audit Type","EV SSL Audit Statement Date","EV SSL Audit Period Start Date","EV SSL Audit Period End Date","EV Code Signing Audit URL","EV Code Signing Audit Type","EV Code Signing Audit Statement Date","EV Code Signing Audit Period Start Date","EV Code Signing Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Mozilla Status","Microsoft Status" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQYZAA2","FH Koeln CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","5EB11FE9A5BE70A8D440B7680AAE1A6124CC9F0A80D456080986E30C1AF66A2B","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQWLAA2","FH Koeln CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","E5633619C98D899A0B37824DABF33021A295B26F94896CB277EA059ABFD23A51","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQdAAAU","FH LuH CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","D2B5D49BE954081CD12DB571B25D13746AADA095FC91D8749EC52838AF3D4B02","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQd4AAE","FH Muenster CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","515BCBC06EB405F97E87EDC61AA88BA13846151AA3D5D9504F4A60743336DC34","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQLCAA2","FH Muenster CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","A84864446DE036A46C7D79B3B3758A8CF2131844C7EB16264E7A0EA4A6CC182E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQUrAAM","FH Neu-Ulm CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","A895641C51CF5988679C90B43D6FC9F3E3425239AF41C3F8A59FD45B771E53F2","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQWIAA2","FH Neu-Ulm CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","4EEDE07791A1439946E32803027A44A0205090C2B5FC23E3D6035996A568CC5C","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQiAAAU","FH Osnabrueck CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","855BD21694347E5B37A5215CD652DAD07FAF8E4D71DA62A43C3AE3ABA73EDB38","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQhzAAE","FH Potsdam CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","7D84728F038CB16B802A6270D6DB1CB4AD0DD7E515B485F904B79159E4F3A24E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQR4AAM","FH Regensburg CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","466D16A642DD1A4F83DDA03B00C01CAA0435FA7D3404BA6D330D913E35DC3DD5","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQgzAAE","FH Regensburg CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","8C61967E11AB257DD494D70E95F16164802BB8AF1A3EEA9050233B6850B4BBA9","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQO5AAM","FH Stralsund CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","628E3FFE1B1A88B6BDEF40F2E880DB32FC165BB9F5E0FABC1D635D76081BE1A5","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQhwAAE","FH Stralsund CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","3B685900ADD0D56DCCB98F99B361F452C372456C1AF74D1319AD0B63B8C8AB87","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQRfAAM","FH-Coburg CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","2B5AC480686A5C0BD8654913002DB7BBE7E719CFA30705E57869D47398D4B4EC","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQWEAA2","FH-Coburg CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","33D915150FC99E402FA7C30E6A950C252E02E05EBCA6AA585F27B7FF0C554488","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQcoAAE","FH-EL CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","4D7C96693B1D8260A237A196971580DD187C1E541B7D12349A8363F366EC8B61","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQTQAA2","FH-Erfurt-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","2D2086FCEDFE9E7FC269515E4DD86408852C05382D7669D01D62090D1FAC062E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQZzAAM","FH-Erfurt-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Revoked","9B56E7342C048F28C7D6DE34B9075A7781DA6AA5DE1E2CFF0842D54A43E2037E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQVuAAM","FH-Erfurt-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","DE714A3DB5BF99096E4B3715DE6721A4508BAFF361466E05C0CE19AE2A8F7CF3","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQMJAA2","FH-Flensburg CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","AC98E9FFCA748C04CC1EE6135FE5C38EF0238B1357BB66EBC4F9A6F793D48CF8","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQRXAA2","FH-Flensburg CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","93F6A066524EAD58F9C70242DC86A9E335007BFAAA17B1DA80F219B91FDEE726","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQPEAA2","FH-Frankfurt a.M. - CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","D8201EF406E60B60001357305D4442DA3E28EDB0558F20FF131146D7F5690D8C","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQeRAAU","FH-Frankfurt a.M. - CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","6F344264C9DAB60BE70A7B95A3337B3255C3930DA6EB45464D74BF6EE21A0648","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQRdAAM","FH-OOW CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","7E6ED4334697D1EB9B25028511FB4600E53C73CF783EA385C06973A596151C8C","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQaiAAE","FH-OOW CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Revoked","EF5E467F889C46F695F2F7C8D4C1B87A1C6971C26007B091E48A9DA7BD5AF762","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQfCAAU","FH-RO CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","88834AFC59510A7981A7CD0AC061531EC58A994C0854C63672F1DA003F31E92B","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQLhAAM","FH-RO CA - G02","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","9F654B95F326A2237AF43C1DBE3CC84146E5FA1BFEAC3C14CC569FF3D92BD270","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQhiAAE","FH-SWF CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","5849ABE4E6040AD6BB51A2CC06C92B465F6D0BC19EAC46ABD072055F6F3076CF","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQLqAAM","FH-SWF CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","55F06948D2C9B413A77E2AC5A5EBC817E2CDE12FD7A66475E55AC2A539CCCB8E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQclAAE","FH-Westkueste CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","EE45D1566211E78A49A38147041C5C48746720175CF8E7FCF3EFC0B65F71E8AF","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQKFAA2","FH-Westkueste CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","91991C1006743A24D242A2D94604A12ED54267D82312B3090B28F3D437A0B79C","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQL0AAM","FHB-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","EA05D7CE1C80CE7E9EF09F8A429D1E07EBC44EA950E268889D953CC2756ABE1B","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQSXAA2","FHB-CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","DD496FB0A83407227F208F982D6649E8C02A744BF2A6AEBC74B5A8558E803A19","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQi5AAE","FHDO-CA Global - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","EC009788FC29064B97790A5537F0A6656C234CAFD76C96CFCFA28E216C20B7E5","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQNjAAM","FHDO-CA Global - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","E3C622F0B4C60F8ED32020C7A977943FF9551361138F8964D151DE2FF9D550F3","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQSYAA2","FHDO-Chipcard CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","84A875D653AC83848DD7FFB5FC6CB9EE352A1553AB19875885FC3D052719DA18","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQZZAA2","FHDO-Chipcard CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","F3DCD82828CCA81A2CA4EB56978950946AB51FE1FBE293B3947DB1B88836627E","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQTLAA2","FHGE CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","CFF15C981A8CF6D1BA3507AC66633D652698214E96997C63C4EE5C36BC297F86","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQZiAAM","FHGE CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","901A30AF3C7F149DD3E0AC45046E31FF44AB5A7A49A74670553317A1E988E409","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQaSAAU","FHJ CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","A86F0DDD098641E72D397377361CD1D1353CC9E512776A0D7011B468E821BDC1","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQVKAA2","FHJ CA - G01","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","88906C5775F3B6CAA45B47E8BAE6BC01CA4038AC96CE5EB9D7647F712E461872","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"T-Systems International GmbH (Deutsche Telekom)","001o000000smQNzAAM","FHW Berlin CA","001o000000smQGZAA2","DFN-Verein PCA Global - G01","Intermediate Certificate","Not Revoked","9C592DD2AE4CB61B84FE4DD449B0FA00A197CAB8D919E48D7BEB127FFAA57178","4DBD93C9C8601CB644A8A8830CCDABB368E781EAE48CFD1FF53ECC45F5363981","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
